side,entry_day,pump_cell,fund_cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45
short,1,pump_0_25,fund_pos,e2526,16,13,1391.1832961023813,75.88655,1422.0698461023812,1377.0698461023812,452.16214527077176,974.3375897593984,0.875
short,1,pump_0_25,fund_pos,pre2025,11,11,874.3595223052904,124.37988181818183,953.7394041234721,908.7394041234721,327.62593884168757,1004.2415146365752,0.7272727272727273
short,1,pump_0_25,fund_pos,post2025,16,13,1391.1832961023813,75.88655,1422.0698461023812,1377.0698461023812,446.4631287068575,974.3375897593984,0.875
short,2,pump_0_25,fund_pos,pooled,19,17,490.69282444338967,88.71244736842105,534.4052718118108,489.4052718118107,596.4778873201354,736.9582151198074,0.7894736842105263
short,2,pump_0_25,fund_pos,e2122,2,2,268.76608904396863,115.83704999999999,339.60313904396867,294.60313904396867,56.07371275102297,339.60313904396867,1.0
short,2,pump_0_25,fund_pos,e2324,8,7,1191.5484015311258,75.479925,1222.0283265311257,1177.0283265311257,529.5413559419554,1229.4887718908967,0.875
short,2,pump_0_25,fund_pos,e2526,9,8,-82.97285843472653,94.447,-33.52585843472663,-78.52585843472642,1101.719328060687,736.9582151198074,0.6666666666666666
short,2,pump_0_25,fund_pos,pre2025,10,9,1006.9919390336945,83.55135,1045.5432890336945,1000.5432890336944,429.3308167202011,698.0662008261748,0.9
short,2,pump_0_25,fund_pos,post2025,9,8,-82.97285843472653,94.447,-33.52585843472663,-78.52585843472642,1121.871560027028,736.9582151198074,0.6666666666666666
long,1,pump_0_25,fund_pos,pooled,27,24,-1180.625462333196,-95.64309259259258,-1321.2685549257885,-1366.2685549257887,288.3377811300572,-1094.2415146365752,0.18518518518518517
long,1,pump_0_25,fund_pos,e2122,3,3,-909.2664212252706,-177.75966666666667,-1132.0260878919376,-1177.0260878919373,83.37461131127853,-1199.002166383396,0.0
long,1,pump_0_25,fund_pos,e2324,8,8,-861.2694352102977,-104.36246249999999,-1010.6318977102976,-1055.6318977102976,443.3422260957761,-836.8947876877827,0.375
long,1,pump_0_25,fund_pos,e2526,16,13,-1391.1832961023813,-75.88655,-1512.0698461023812,-1557.0698461023812,438.79122186001007,-1064.3375897593985,0.125
long,1,pump_0_25,fund_pos,pre2025,11,11,-874.3595223052904,-124.37988181818183,-1043.739404123472,-1088.7394041234722,314.2130177697672,-1094.2415146365752,0.2727272727272727
long,1,pump_0_25,fund_pos,post2025,16,13,-1391.1832961023813,-75.88655,-1512.0698461023812,-1557.0698461023812,447.8600919580071,-1064.3375897593985,0.125
long,2,pump_0_25,fund_pos,pooled,19,17,-490.69282444338967,-88.71244736842105,-624.4052718118108,-669.4052718118108,572.8524747460414,-826.9582151198075,0.21052631578947367
long,2,pump_0_25,fund_pos,e2122,2,2,-268.76608904396863,-115.83704999999999,-429.6031390439686,-474.60313904396867,57.865780922034794,-429.6031390439686,0.0
long,2,pump_0_25,fund_pos,e2324,8,7,-1191.5484015311258,-75.479925,-1312.028326531126,-1357.0283265311257,513.2063205438692,-1319.4887718908967,0.125
long,2,pump_0_25,fund_pos,e2526,9,8,82.97285843472653,-94.447,-56.474141565273456,-101.47414156527361,1135.972599214433,-826.9582151198075,0.3333333333333333
long,2,pump_0_25,fund_pos,pre2025,10,9,-1006.9919390336945,-83.55135,-1135.5432890336945,-1180.5432890336945,436.28726158809513,-788.0662008261747,0.1
